Rubro Económico|Subtipo Rubro Económico|Código Actividad Económica|Actividad Económica|Afecto a IVA|Categoría Tributaria|Disponible Internet
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011101|CULTIVO DE TRIGO|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011102|CULTIVO DE MAÍZ|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011103|CULTIVO DE AVENA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011104|CULTIVO DE CEBADA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011105|CULTIVO DE OTROS CEREALES (EXCEPTO TRIGO, MAÍZ, AVENA Y CEBADA)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011106|CULTIVO DE POROTOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011107|CULTIVO DE LUPINO|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011108|CULTIVO DE OTRAS LEGUMBRES (EXCEPTO POROTOS Y LUPINO)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011109|CULTIVO DE SEMILLAS DE RAPS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011110|CULTIVO DE SEMILLAS DE MARAVILLA (GIRASOL)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011111|CULTIVO DE SEMILLAS DE CEREALES, LEGUMBRES Y OLEAGINOSAS (EXCEPTO SEMILLAS DE RAPS Y MARAVILLA)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011200|CULTIVO DE ARROZ|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011301|CULTIVO DE PAPAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011302|CULTIVO DE CAMOTES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011303|CULTIVO DE OTROS TUBÉRCULOS (EXCEPTO PAPAS Y CAMOTES)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011304|CULTIVO DE REMOLACHA AZUCARERA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011305|CULTIVO DE SEMILLAS DE HORTALIZAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011306|CULTIVO DE HORTALIZAS Y MELONES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011400|CULTIVO DE CAÑA DE AZÚCAR|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011500|CULTIVO DE TABACO|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011600|CULTIVO DE PLANTAS DE FIBRA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011901|CULTIVO DE FLORES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011902|CULTIVOS FORRAJEROS EN PRADERAS MEJORADAS O SEMBRADAS; CULTIVOS SUPLEMENTARIOS FORRAJEROS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS NO PERENNES|011903|CULTIVOS DE SEMILLAS DE FLORES; CULTIVO DE SEMILLAS DE PLANTAS FORRAJERAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012111|CULTIVO DE UVA DESTINADA A LA PRODUCCIÓN DE PISCO Y AGUARDIENTE|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012112|CULTIVO DE UVA DESTINADA A LA PRODUCCIÓN DE VINO|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012120|CULTIVO DE UVA PARA MESA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012200|CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES (INCLUYE EL CULTIVO DE PALTAS)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012300|CULTIVO DE CÍTRICOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012400|CULTIVO DE FRUTAS DE PEPITA Y DE HUESO|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012501|CULTIVO DE SEMILLAS DE FRUTAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012502|CULTIVO DE OTROS FRUTOS Y NUECES DE ÁRBOLES Y ARBUSTOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012600|CULTIVO DE FRUTOS OLEAGINOSOS (INCLUYE EL CULTIVO DE ACEITUNAS)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012700|CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS (INCLUYE EL CULTIVO DE CAFÉ, TÉ Y MATE)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012801|CULTIVO DE ESPECIAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012802|CULTIVO DE PLANTAS AROMÁTICAS, MEDICINALES Y FARMACÉUTICAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PLANTAS PERENNES|012900|CULTIVO DE OTRAS PLANTAS PERENNES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PROPAGACIÓN DE PLANTAS|013000|CULTIVO DE PLANTAS VIVAS INCLUIDA LA PRODUCCIÓN EN VIVEROS (EXCEPTO VIVEROS FORESTALES)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014101|CRÍA DE GANADO BOVINO PARA LA PRODUCCIÓN LECHERA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014102|CRÍA DE GANADO BOVINO PARA LA PRODUCCIÓN DE CARNE O COMO GANADO REPRODUCTOR|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014200|CRÍA DE CABALLOS Y OTROS EQUINOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014300|CRÍA DE LLAMAS, ALPACAS, VICUÑAS, GUANACOS Y OTROS CAMÉLIDOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014410|CRÍA DE OVEJAS (OVINOS)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014420|CRÍA DE CABRAS (CAPRINOS)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014500|CRÍA DE CERDOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014601|CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE CARNE|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014602|CRÍA DE AVES DE CORRAL PARA LA PRODUCCIÓN DE HUEVOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014901|APICULTURA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|GANADERÍA|014909|CRÍA DE OTROS ANIMALES N.C.P.|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CULTIVO DE PRODUCTOS AGRÍCOLAS EN COMBINACIÓN CON LA CRÍA DE ANIMALES|015000|CULTIVO DE PRODUCTOS AGRÍCOLAS EN COMBINACIÓN CON LA CRÍA DE ANIMALES (EXPLOTACIÓN MIXTA)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACTIVIDADES DE APOYO A LA AGRICULTURA Y LA GANADERÍA Y ACTIVIDADES POSCOSECHA|016100|ACTIVIDADES DE APOYO A LA AGRICULTURA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACTIVIDADES DE APOYO A LA AGRICULTURA Y LA GANADERÍA Y ACTIVIDADES POSCOSECHA|016200|ACTIVIDADES DE APOYO A LA GANADERÍA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACTIVIDADES DE APOYO A LA AGRICULTURA Y LA GANADERÍA Y ACTIVIDADES POSCOSECHA|016300|ACTIVIDADES POSCOSECHA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACTIVIDADES DE APOYO A LA AGRICULTURA Y LA GANADERÍA Y ACTIVIDADES POSCOSECHA|016400|TRATAMIENTO DE SEMILLAS PARA PROPAGACIÓN|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|CAZA ORDINARIA Y MEDIANTE TRAMPAS Y ACTIVIDADES DE SERVICIOS CONEXAS|017000|CAZA ORDINARIA Y MEDIANTE TRAMPAS Y ACTIVIDADES DE SERVICIOS CONEXAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES|021001|EXPLOTACIÓN DE VIVEROS FORESTALES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES|021002|SILVICULTURA Y OTRAS ACTIVIDADES FORESTALES (EXCEPTO EXPLOTACIÓN DE VIVEROS FORESTALES)|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|EXTRACCIÓN DE MADERA|022000|EXTRACCIÓN DE MADERA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|RECOLECCIÓN DE PRODUCTOS FORESTALES DISTINTOS DE LA MADERA|023000|RECOLECCIÓN DE PRODUCTOS FORESTALES DISTINTOS DE LA MADERA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SERVICIOS DE APOYO A LA SILVICULTURA|024001|SERVICIOS DE FORESTACIÓN A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SERVICIOS DE APOYO A LA SILVICULTURA|024002|SERVICIOS DE CORTA DE MADERA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SERVICIOS DE APOYO A LA SILVICULTURA|024003|SERVICIOS DE EXTINCIÓN Y PREVENCIÓN DE INCENDIOS FORESTALES|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|SERVICIOS DE APOYO A LA SILVICULTURA|024009|OTROS SERVICIOS DE APOYO A LA SILVICULTURA N.C.P.|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PESCA|031110|PESCA MARÍTIMA INDUSTRIAL, EXCEPTO DE BARCOS FACTORÍA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PESCA|031120|PESCA MARÍTIMA ARTESANAL|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PESCA|031130|RECOLECCIÓN Y EXTRACCIÓN DE PRODUCTOS MARINOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PESCA|031140|SERVICIOS RELACIONADOS CON LA PESCA MARÍTIMA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|PESCA|031200|PESCA DE AGUA DULCE|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACUICULTURA|032110|CULTIVO Y CRIANZA DE PECES MARINOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACUICULTURA|032120|CULTIVO, REPRODUCCIÓN Y MANEJO DE ALGAS MARINAS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACUICULTURA|032130|REPRODUCCIÓN Y CRÍA DE MOLUSCOS, CRUSTÁCEOS Y GUSANOS MARINOS|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACUICULTURA|032140|SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA|SI|1|SI
AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA|ACUICULTURA|032200|ACUICULTURA DE AGUA DULCE|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN Y PROCESAMIENTO DE COBRE|040000|EXTRACCIÓN Y PROCESAMIENTO DE COBRE|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE CARBÓN DE PIEDRA|051000|EXTRACCIÓN DE CARBÓN DE PIEDRA|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE LIGNITO|052000|EXTRACCIÓN DE LIGNITO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE PETRÓLEO CRUDO|061000|EXTRACCIÓN DE PETRÓLEO CRUDO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE GAS NATURAL|062000|EXTRACCIÓN DE GAS NATURAL|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|071000|EXTRACCIÓN DE MINERALES DE HIERRO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|072100|EXTRACCIÓN DE MINERALES DE URANIO Y TORIO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|072910|EXTRACCIÓN DE ORO Y PLATA|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|072991|EXTRACCIÓN DE ZINC Y PLOMO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|072992|EXTRACCIÓN DE MANGANESO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE MINERALES DE HIERRO|072999|EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS N.C.P. (EXCEPTO ZINC, PLOMO Y MANGANESO)|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA|081000|EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.|089110|EXTRACCIÓN Y PROCESAMIENTO DE LITIO|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.|089190|EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS Y PRODUCTOS QUÍMICOS N.C.P.|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.|089200|EXTRACCIÓN DE TURBA|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.|089300|EXTRACCIÓN DE SAL|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.|089900|EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL|091001|ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR EMPRESAS|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL|091002|ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR PROFESIONALES|G|G|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS|099001|ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS|SI|1|SI
EXPLOTACIÓN DE MINAS Y CANTERAS|ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS|099002|ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR PROFESIONALES|G|G|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE CARNE|101011|EXPLOTACIÓN DE MATADEROS DE BOVINOS, OVINOS, EQUINOS, CAPRINOS, PORCINOS Y CAMÉLIDOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE CARNE|101019|EXPLOTACIÓN DE MATADEROS DE AVES Y DE OTROS TIPOS DE ANIMALES N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE CARNE|101020|ELABORACIÓN Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102010|PRODUCCIÓN DE HARINA DE PESCADO|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102020|ELABORACIÓN Y CONSERVACIÓN DE SALMÓNIDOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102030|ELABORACIÓN Y CONSERVACIÓN DE OTROS PESCADOS, EN PLANTAS EN TIERRA (EXCEPTO BARCOS FACTORÍA)|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102040|ELABORACIÓN Y CONSERVACIÓN DE CRUSTÁCEOS, MOLUSCOS Y OTROS PRODUCTOS ACUÁTICOS, EN PLANTAS EN TIERRA|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102050|ACTIVIDADES DE ELABORACIÓN Y CONSERVACIÓN DE PESCADO, REALIZADAS EN BARCOS FACTORÍA|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS|102060|ELABORACIÓN Y PROCESAMIENTO DE ALGAS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS|103000|ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL|104000|ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL (EXCEPTO ELABORACIÓN DE MANTEQUILLA)|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS LÁCTEOS|105000|ELABORACIÓN DE PRODUCTOS LÁCTEOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN|106101|MOLIENDA DE TRIGO: PRODUCCIÓN DE HARINA, SÉMOLA Y GRÁNULOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN|106102|MOLIENDA DE ARROZ; PRODUCCIÓN DE HARINA DE ARROZ|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN|106109|ELABORACIÓN DE OTROS PRODUCTOS DE MOLINERÍA N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN|106200|ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107100|ELABORACIÓN DE PRODUCTOS DE PANADERÍA Y PASTELERÍA|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107200|ELABORACIÓN DE AZÚCAR|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107300|ELABORACIÓN DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERÍA|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107400|ELABORACIÓN DE MACARRONES, FIDEOS, ALCUZCUZ Y PRODUCTOS FARINÁCEOS SIMILARES|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107500|ELABORACIÓN DE COMIDAS Y PLATOS PREPARADOS ENVASADOS, ROTULADOS Y CON INFORMACIÓN NUTRICIONAL|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107901|ELABORACIÓN DE TÉ, CAFÉ, MATE E INFUSIONES DE HIERBAS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107902|ELABORACIÓN DE LEVADURAS NATURALES O ARTIFICIALES|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107903|ELABORACIÓN DE VINAGRES, MOSTAZAS, MAYONESAS Y CONDIMENTOS EN GENERAL|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS|107909|ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PIENSOS PREPARADOS PARA ANIMALES|108000|ELABORACIÓN DE PIENSOS PREPARADOS PARA ANIMALES|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110110|ELABORACIÓN DE PISCO (INDUSTRIAS PISQUERAS)|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110120|DESTILACIÓN, RECTIFICACIÓN Y MEZCLAS DE BEBIDAS ALCOHÓLICAS; EXCEPTO PISCO|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110200|ELABORACIÓN DE VINOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110300|ELABORACIÓN DE BEBIDAS MALTEADAS Y DE MALTA|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110401|ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|110402|PRODUCCIÓN DE AGUAS MINERALES Y OTRAS AGUAS EMBOTELLADAS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE TABACO|120001|ELABORACIÓN DE CIGARROS Y CIGARRILLOS|SI|1|SI
INDUSTRIA MANUFACTURERA|ELABORACIÓN DE PRODUCTOS DE TABACO|120009|ELABORACIÓN DE OTROS PRODUCTOS DE TABACO N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|HILATURA, TEJEDURA Y ACABADO DE PRODUCTOS TEXTILES|131100|PREPARACIÓN E HILATURA DE FIBRAS TEXTILES|SI|1|SI
INDUSTRIA MANUFACTURERA|HILATURA, TEJEDURA Y ACABADO DE PRODUCTOS TEXTILES|131200|TEJEDURA DE PRODUCTOS TEXTILES|SI|1|SI
INDUSTRIA MANUFACTURERA|HILATURA, TEJEDURA Y ACABADO DE PRODUCTOS TEXTILES|131300|ACABADO DE PRODUCTOS TEXTILES|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|139100|FABRICACIÓN DE TEJIDOS DE PUNTO Y GANCHILLO|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|139200|FABRICACIÓN DE ARTÍCULOS CONFECCIONADOS DE MATERIALES TEXTILES, EXCEPTO PRENDAS DE VESTIR|SI|1|SI
INDUSTRIA MANUFACTURERA|FABRICACIÓN DE OTROS PRODUCTOS TEXTILES|139300|FABRICACIÓN DE TAPICES Y ALFOMBRAS|SI|1|SI
